text,labels,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC,clean_text
"Produk yg ditawarkan bagus²,. Bahanya adem dan lembut,.",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,produk yg ditawarkan bagus bahanya adem dan lembut
"Tempatnya nyaman, pelayanan ramah dan memuaskan","['PLACE_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,1,0,0,0,0,0,1,tempatnya nyaman pelayanan ramah dan memuaskan
"Pilihannya banyak, desainnya simple dan casual.","['PRODUCT_POSITIVE', 'PRODUCT_NEUTRAL']",1,0,1,0,0,0,0,0,0,0,0,0,0,pilihannya banyak desainnya simple dan casual
"Tempatnya bersih dan luas, barangnya cukup lengkap, display yang berantakan rutin ditata ulang sehingga nyaman untuk dilihat, pelayanan kasir cepat dan konsumen menerapkan physical distancing","['OUT_OF_TOPIC', 'PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,1,tempatnya bersih dan luas barangnya cukup lengkap display yang berantakan rutin ditata ulang sehingga nyaman untuk dilihat pelayanan kasir cepat dan konsumen menerapkan physical distancing
Barang berkualitas sering ada promo. Ada harga ada rupa sih menurut saya,"['PROMOTION_POSITIVE', 'PRICE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,1,0,0,0,0,0,1,0,0,0,barang berkualitas sering ada promo ada harga ada rupa sih menurut saya
"Baju dari yang ukuran kecil sampai besar, ada.
Model baju dan bawahan dari a-z, ada. Ga ngerti lagi sama uniqlo, sukaaaaaa",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,baju dari yang ukuran kecil sampai besar ada model baju dan bawahan dari a z ada ga ngerti lagi sama uniqlo sukaaaaaa
Barang nya bagus bagus tapi harganya juga bagus,"['PRODUCT_POSITIVE', 'PRICE_NEGATIVE']",1,0,0,0,1,0,0,0,0,0,0,0,0,barang nya bagus bagus tapi harganya juga bagus
"Store fashion yang sangat lengkap.Paling suka blanja baju kesini, krn kwalitasnya bagus, variasi model banyak. Harga terjangkau, bisa diisesuaikan budget. Kelebihannya ditempat ini bisa permak gratis clana dan baju , cuma nunggu 30 menit dan hasilnya rapi oke bgt 
Recomended place buat shopping outfit","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,1,0,0,0,0,0,0,0,0,1,store fashion yang sangat lengkap paling suka blanja baju kesini krn kwalitasnya bagus variasi model banyak harga terjangkau bisa diisesuaikan budget kelebihannya ditempat ini bisa permak gratis clana dan baju cuma nunggu 30 menit dan hasilnya rapi oke bgt recomended place buat shopping outfit
"pelayanan baik dan ramah, barang tidak mengecewakan","['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,pelayanan baik dan ramah barang tidak mengecewakan
"Pelayanan ramah, baik. Harga terjangkau. Koleksi banyak yg bagus.","['PRICE_POSITIVE', 'PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,1,0,0,0,0,0,0,0,0,1,pelayanan ramah baik harga terjangkau koleksi banyak yg bagus
"Bagus banget vibe nya lengkap luas banget, tp edisi mickey mouse buat cewe cepet banget abisnya yah? Huhu",['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,bagus banget vibe nya lengkap luas banget tp edisi mickey mouse buat cewe cepet banget abisnya yah huhu
Tempatnya nyaman dan lengkap. Lebih nyaman di kantong kalau beli yang Value to buy,"['PRICE_POSITIVE', 'PLACE_POSITIVE']",0,0,0,1,0,0,1,0,0,0,0,0,0,tempatnya nyaman dan lengkap lebih nyaman di kantong kalau beli yang value to buy
"Mantap sii ini  barang2nya ga ngecewain, bagus bagus, bahannya juga super keren. Banyak diskon yang bikin pengen borong. Tempat luas banyak pilihan dan pelayanannya juga bagus. Mbaknya ramah . Syukkaaak","['PROMOTION_POSITIVE', 'PRODUCT_POSITIVE', 'PLACE_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,1,0,0,1,0,0,1,mantap sii ini barang2nya ga ngecewain bagus bagus bahannya juga super keren banyak diskon yang bikin pengen borong tempat luas banyak pilihan dan pelayanannya juga bagus mbaknya ramah syukkaaak
Lengkappp dan nyaman belanja disini,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,lengkappp dan nyaman belanja disini
"Banyak kaos dan celana yang promo. Karena ada psbb jadi sepi, lebih nyaman buat lihat2 barang, tapi g ada tempat duduknya. Gak ada troli juga, jadi kalau beli barang banyak agak repot","['PROMOTION_POSITIVE', 'OUT_OF_TOPIC', 'PLACE_NEGATIVE']",0,0,0,0,0,0,0,1,0,1,0,0,1,banyak kaos dan celana yang promo karena ada psbb jadi sepi lebih nyaman buat lihat2 barang tapi g ada tempat duduknya gak ada troli juga jadi kalau beli barang banyak agak repot
cukup lengkap koleksi busana untuk anda pria & wanita juga cukup up date model modelnya,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,cukup lengkap koleksi busana untuk anda pria wanita juga cukup up date model modelnya
"Selalu hepi sama semua produknya, karyawannya juga ramah dan helpful","['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,selalu hepi sama semua produknya karyawannya juga ramah dan helpful
"tempat hunting baju terfavorit aku di Jogja.. bajunya nyaman dipakai, dan kualitasnya gak diragukan. apalagi produk airy nya",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,tempat hunting baju terfavorit aku di jogja bajunya nyaman dipakai dan kualitasnya gak diragukan apalagi produk airy nya
Pakaiannya bagus-bagus. Pelayanannya ramah. Puas.,"['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,pakaiannya bagus bagus pelayanannya ramah puas
Ukuran buat orang slim menuju kurus kayak saya ini agak susah ya di sini,['PRODUCT_NEGATIVE'],0,1,0,0,0,0,0,0,0,0,0,0,0,ukuran buat orang slim menuju kurus kayak saya ini agak susah ya di sini
"Banyak sekali pilihan model baju, jaket, celana dan berbagai fashion lainnya, salah satu uniqlo yang ada di Yogyakarta",['PRODUCT_NEUTRAL'],0,0,1,0,0,0,0,0,0,0,0,0,0,banyak sekali pilihan model baju jaket celana dan berbagai fashion lainnya salah satu uniqlo yang ada di yogyakarta
"Hampir tiap minggu ke Uniqlo ... ada saja yang dibeli, Uniqlo memang TOP.  Hargs kemeja, blouse, bahkan jaket rata rata 299.000 ... bahannya nyaman utk dipakai, modelnya selalu updated.","['PRODUCT_POSITIVE', 'PRICE_NEUTRAL']",1,0,0,0,0,1,0,0,0,0,0,0,0,hampir tiap minggu ke uniqlo ada saja yang dibeli uniqlo memang top hargs kemeja blouse bahkan jaket rata rata 299 000 bahannya nyaman utk dipakai modelnya selalu updated
Hay guys kl mo blanja baju n dress k.UNIQLO  aja bahan bagus n mode nya keren bok buat kawula muda  ato semua usia,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,hay guys kl mo blanja baju n dress k uniqlo aja bahan bagus n mode nya keren bok buat kawula muda ato semua usia
"Pengalaman belanja pertama kali di Uniqlo sungguh menyenangkan, barangnya disusun rapi sesuai katalog, jadi ketika mencari pakaian untuk winter/musim dingin, sangat mudah menemukannya walaupun store-nya sangat luas.

Harga sama seperti store uniqlo pada umumnya. Banyak banget variasinya dan selalu update dengan katalog terbaru.

Staff-nya informatif dan helpful.

Pastikan untuk follow Uniqlo di social media untuk mendapatkan informasi harga promo.","['PLACE_POSITIVE', 'PLACE_NEGATIVE', 'PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,1,1,0,0,0,0,1,pengalaman belanja pertama kali di uniqlo sungguh menyenangkan barangnya disusun rapi sesuai katalog jadi ketika mencari pakaian untuk winter musim dingin sangat mudah menemukannya walaupun store nya sangat luas harga sama seperti store uniqlo pada umumnya banyak banget variasinya dan selalu update dengan katalog terbaru staff nya informatif dan helpful pastikan untuk follow uniqlo di social media untuk mendapatkan informasi harga promo
Mahal karna ga punya duit,['PRICE_NEUTRAL'],0,0,0,0,0,1,0,0,0,0,0,0,0,mahal karna ga punya duit
"Uniqlo jogja ada di hartono mall
Luas baget
Lengkap
Pelayanan ramah","['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,1,0,0,0,0,0,1,uniqlo jogja ada di hartono mall luas baget lengkap pelayanan ramah
Barange apik2 regane yo uapik tenan,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,barange apik2 regane yo uapik tenan
Tidak ada promo.. Poin matahari tidka bisa digunakan,"['PROMOTION_NEGATIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,0,0,0,0,1,0,1,tidak ada promo poin matahari tidka bisa digunakan
"Saya kehilangan tas,  Minta cek cctv pas udah d cek malah d kata gabawa tas!   Sehat"" aja deh ya buat karyawan nya,  Banyak bgt penipu nya",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,saya kehilangan tas minta cek cctv pas udah d cek malah d kata gabawa tas sehat aja deh ya buat karyawan nya banyak bgt penipu nya
"Hati hati kena tipu matahari. Beli rok di tenant Zes. Tulisannya guedeee 149.000. Nyampe kasir harga 200rebu
Gila.",['PRICE_NEGATIVE'],0,0,0,0,1,0,0,0,0,0,0,0,0,hati hati kena tipu matahari beli rok di tenant zes tulisannya guedeee 149 000 nyampe kasir harga 200rebu gila
Banyak pilihan utk baju dan celana pilihan anak2 dan suamiku. Sangat menyenangkan,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,banyak pilihan utk baju dan celana pilihan anak2 dan suamiku sangat menyenangkan
"Salah satu Matahari favorite ku di jogja sih, baju² nya lengkap dan brand² nya, tempatnya juga lumayan luas","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,salah satu matahari favorite ku di jogja sih baju nya lengkap dan brand nya tempatnya juga lumayan luas
"Kalau pas promo mantull
Sekarang penataannya agak bingung, berbeda","['PROMOTION_POSITIVE', 'PLACE_POSITIVE']",0,0,0,0,0,0,1,0,0,1,0,0,0,kalau pas promo mantull sekarang penataannya agak bingung berbeda
"Waktu di mall sekalian mampir buat Beli celana tapi tag nya lupa di lepasin sama kasirnya, baru nyadar pas udah sampai di rumah ribet banget kalo harus balik jauh dari rumah soalnya ngribetin banget",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,waktu di mall sekalian mampir buat beli celana tapi tag nya lupa di lepasin sama kasirnya baru nyadar pas udah sampai di rumah ribet banget kalo harus balik jauh dari rumah soalnya ngribetin banget
"Selalu menjadi andalan kl untuk belanja fashion, harga sangat terjangkau, pelayanan staf yg ramah dan cekatan.","['PRICE_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,1,0,0,0,0,0,0,0,0,1,selalu menjadi andalan kl untuk belanja fashion harga sangat terjangkau pelayanan staf yg ramah dan cekatan
Lengkap dan murah.. cari kaos dan daleman berkualitas dan murah,"['PRICE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,lengkap dan murah cari kaos dan daleman berkualitas dan murah
"Pusat perbelanjaan di daerah sleman, tempatnya cukup luas dan bersih",['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,pusat perbelanjaan di daerah sleman tempatnya cukup luas dan bersih
Pelayanan bapak2 yg tua pakai batik biru-putih/krem kurang bangett . perlu diperbaiki attitudenya. 17/8/2025 pukul 12.56,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pelayanan bapak2 yg tua pakai batik biru putih krem kurang bangett perlu diperbaiki attitudenya 17 8 2025 pukul 12 56
"Koleksinya up to date. Cakep-cakep. Sandal and sepatu variatif sekali, baik model, warna maupun ukurannya. Display menarik n bikin nyaman milih-milihnya. Tempatnya luas dengan koleksi khas Matahari yang trendi dan elegan. Karyawan cukup baik membantu kastemer. Nerangin produk maupun mengambilkan koleksi atau ukuran lain. Harga masih worthed. Good job.","['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,1,0,0,0,0,0,0,koleksinya up to date cakep cakep sandal and sepatu variatif sekali baik model warna maupun ukurannya display menarik n bikin nyaman milih milihnya tempatnya luas dengan koleksi khas matahari yang trendi dan elegan karyawan cukup baik membantu kastemer nerangin produk maupun mengambilkan koleksi atau ukuran lain harga masih worthed good job
"Beli sepatu cuma di kasih sebelah , mas nya main HP terus !!!!! Paraah banget pelayanannya",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,beli sepatu cuma di kasih sebelah mas nya main hp terus paraah banget pelayanannya
Pilihan fashion utk harga yg terjangkau,['PRICE_POSITIVE'],0,0,0,1,0,0,0,0,0,0,0,0,0,pilihan fashion utk harga yg terjangkau
Bajunya bagus2 dan good quality,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,bajunya bagus2 dan good quality
"Disini lumayan lengkap juga koleksi Matahari, lumayan banyak peminatnya karena harga terjangkau dan ada discount,promo bun 1 get 1 dan semacamnya ,standar seperti matahari pada umumnya","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'PLACE_NEUTRAL']",1,0,0,1,0,0,0,0,1,0,0,0,0,disini lumayan lengkap juga koleksi matahari lumayan banyak peminatnya karena harga terjangkau dan ada discount promo bun 1 get 1 dan semacamnya standar seperti matahari pada umumnya
"Sangat menyenangkan belanja di matahari Pakuwon Jogja..selain lengkap koleksinya,harganya juga terjangkau di masyarakat umum .dan pelayanannya sangat memuaskan..","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,1,0,0,0,0,0,0,0,0,1,sangat menyenangkan belanja di matahari pakuwon jogja selain lengkap koleksinya harganya juga terjangkau di masyarakat umum dan pelayanannya sangat memuaskan
"Nemu celana kain Cole diskon jadi 99rb. Waktu itu antri kasir lumayan lama, lebih dr 20 menit gak bergerak.","['OUT_OF_TOPIC', 'PRICE_POSITIVE']",0,0,0,1,0,0,0,0,0,0,0,0,1,nemu celana kain cole diskon jadi 99rb waktu itu antri kasir lumayan lama lebih dr 20 menit gak bergerak
"Matahari sdh menjd bagian dr berbagai generasi. Lengkaap, nyaman dan pelayanan stafnya baik.","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,1,0,0,0,0,0,0,0,0,1,matahari sdh menjd bagian dr berbagai generasi lengkaap nyaman dan pelayanan stafnya baik
Banyak pilihan pakaian dll yg kita perlukan di sana,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,banyak pilihan pakaian dll yg kita perlukan di sana
"Lengkaap, karyawannya ramah dan solutif. Pliss pertahankan kualitas pelayanannya. Karyawannya baik2 meskipun sudah berumur","['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,lengkaap karyawannya ramah dan solutif pliss pertahankan kualitas pelayanannya karyawannya baik2 meskipun sudah berumur
"Bersih,, lengkap,,, parkir mudah,,, masjid al husnanya megahhh,,,","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,bersih lengkap parkir mudah masjid al husnanya megahhh
"Mall nya gede,, capek jalan pokoknya, parkirnya agak bingung karena terlalu luass..","['PLACE_POSITIVE', 'PLACE_NEGATIVE']",0,0,0,0,0,0,1,1,0,0,0,0,0,mall nya gede capek jalan pokoknya parkirnya agak bingung karena terlalu luass
Yang antri banyak kasir cuman satu,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,yang antri banyak kasir cuman satu
"Staff ramah ramah dan gercep
Banyak barang diskon atau sale dg kondisi yg msh bener"" bagus","['OUT_OF_TOPIC', 'PROMOTION_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,1,staff ramah ramah dan gercep banyak barang diskon atau sale dg kondisi yg msh bener bagus
"Kecewa sama matahari dept store pakuwon mall jogja tulisannya jelas2 diskon 50%, pas lagi milih2 dan tanya ke mba spgnya juga bilangnya diskon 50%, giliran mau bayar malah disuruh bayar harga normal. Lain kali kalo tidak diskon tolong jangan ditulis diskon!!","['PROMOTION_NEGATIVE', 'PRICE_POSITIVE']",0,0,0,1,0,0,0,0,0,0,1,0,0,kecewa sama matahari dept store pakuwon mall jogja tulisannya jelas2 diskon 50 pas lagi milih2 dan tanya ke mba spgnya juga bilangnya diskon 50 giliran mau bayar malah disuruh bayar harga normal lain kali kalo tidak diskon tolong jangan ditulis diskon
"Walaupun cuma 1 lantai, tapi lumayan lengkap","['PLACE_NEGATIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,1,0,0,0,0,0,walaupun cuma 1 lantai tapi lumayan lengkap
matahari pada umumnya. harga murah kalau bakal belanja banyak. cocok buat cari baju lebaran,"['PRICE_POSITIVE', 'OUT_OF_TOPIC', 'PRODUCT_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,1,matahari pada umumnya harga murah kalau bakal belanja banyak cocok buat cari baju lebaran
"Masih sama seperti tahun-tahun sebelumnya, Bulan Desember adalah salah satu bulan penuh diskon.",['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,masih sama seperti tahun tahun sebelumnya bulan desember adalah salah satu bulan penuh diskon
"Harga-harga baju disini mahal-mahal, entah karena ada di Pakuwon atau memang harga-harga baju sekarang memang segitu ya. Kayaknya malah lebih murah di toko-toko sebelah.","['PRICE_NEGATIVE', 'OUT_OF_TOPIC']",0,0,0,0,1,0,0,0,0,0,0,0,1,harga harga baju disini mahal mahal entah karena ada di pakuwon atau memang harga harga baju sekarang memang segitu ya kayaknya malah lebih murah di toko toko sebelah
"Banyak banget brand pilihan nya ...
Tempat luas juga","['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,banyak banget brand pilihan nya tempat luas juga
Kalo petugas kasirnya amatir saran saya diberi tempat duduk di antriannya,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kalo petugas kasirnya amatir saran saya diberi tempat duduk di antriannya
Komplit. Selalu dikunjungi jika ke jogjess,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,komplit selalu dikunjungi jika ke jogjess
Smua staf tidak ramah. Pantas sepi,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,smua staf tidak ramah pantas sepi
"Kesalahan payment oleh pegawai, sudah terjadi transaksi malah di tagih lagi kekurangan nya",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kesalahan payment oleh pegawai sudah terjadi transaksi malah di tagih lagi kekurangan nya
Karyawannya ramah tamah disconnya ocex kebersihnnya bgus deh,"['OUT_OF_TOPIC', 'PLACE_POSITIVE']",0,0,0,0,0,0,1,0,0,0,0,0,1,karyawannya ramah tamah disconnya ocex kebersihnnya bgus deh
"Suka belanja di matahari, banyak pilihan baju berbagai macam merk, dan dengan pilihan harga dan diskon yang beragam, bisa sesuaikan isi dompet...","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,1,0,0,0,suka belanja di matahari banyak pilihan baju berbagai macam merk dan dengan pilihan harga dan diskon yang beragam bisa sesuaikan isi dompet
Lengkapppp semua nya ada d sini,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,lengkapppp semua nya ada d sini
Barang lengkap..harga bervariasi tinggal pilih sesuai kemampuan kantong masing2,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,barang lengkap harga bervariasi tinggal pilih sesuai kemampuan kantong masing2
Beli sepatu anak2 banyak sekali pilihan dan bagus2 mantapp,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,beli sepatu anak2 banyak sekali pilihan dan bagus2 mantapp
Pelayanan cepat spg ramah mantap pokoknya,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pelayanan cepat spg ramah mantap pokoknya
Cocok untuk menghabiskan uang uang mu,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,cocok untuk menghabiskan uang uang mu
"Bersih rapi, nyaman buat belanja",['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,bersih rapi nyaman buat belanja
Koleksinya lengkap dan banyak diskon,"['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,koleksinya lengkap dan banyak diskon
"koleksi banyak, harga juga lumayan apalagi kalo lagi ada diskon","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,1,0,0,0,0,0,1,0,0,0,koleksi banyak harga juga lumayan apalagi kalo lagi ada diskon
Lumayan disini banyak pilihan brandnya.. tempatnya luas..,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,lumayan disini banyak pilihan brandnya tempatnya luas
"Mbak nya yg jaga toko ramah, yg bagian tas tas.. semoga suatu hari kita berjodoh ya mbak..",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,mbak nya yg jaga toko ramah yg bagian tas tas semoga suatu hari kita berjodoh ya mbak
dingin hihihii tapi pegawainya kurang senyum sekarang gak kaya dulu,"['PLACE_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,1,0,0,0,0,0,1,dingin hihihii tapi pegawainya kurang senyum sekarang gak kaya dulu
"Pelayanan ramah, free poin membership","['OUT_OF_TOPIC', 'PROMOTION_POSITIVE']",0,0,0,0,0,0,0,0,0,1,0,0,1,pelayanan ramah free poin membership
Matahari dept store saat ini koleksi2nya enggak sebanyak zaman muda saya dulu...tapi untuk kwalitas barang tetap bagus,"['PRODUCT_NEGATIVE', 'PRODUCT_POSITIVE']",1,1,0,0,0,0,0,0,0,0,0,0,0,matahari dept store saat ini koleksi2nya enggak sebanyak zaman muda saya dulu tapi untuk kwalitas barang tetap bagus
"Lengkap, up-to-date model baju maupun sepatu",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,lengkap up to date model baju maupun sepatu
"Selain deket lumayan lengkap sih, andalan ke matahari kalo ke mall mah","['OUT_OF_TOPIC', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,0,0,0,0,0,1,selain deket lumayan lengkap sih andalan ke matahari kalo ke mall mah
"Okelah, menyenangkan ketika nemu harta karun✨",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,okelah menyenangkan ketika nemu harta karun
Mol yg sangat bagus dan lengkap  kebersihannya dan pelayanannya sangat bagus dan bersih,"['PLACE_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,1,0,0,0,0,0,1,mol yg sangat bagus dan lengkap kebersihannya dan pelayanannya sangat bagus dan bersih
"Mwahahahahaa puas banget ngubek-ngubek disini, banyak pilihan sampe pusing. Cuman sayang jarang sale yg dar der dor. Kasir tolong dipercepat, terlalu lama capek","['PROMOTION_NEGATIVE', 'OUT_OF_TOPIC', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,0,0,0,1,0,1,mwahahahahaa puas banget ngubek ngubek disini banyak pilihan sampe pusing cuman sayang jarang sale yg dar der dor kasir tolong dipercepat terlalu lama capek
Koleksinya bagus-bagus dengan model kekinian. Harganya juga lumayan bagus. Tidak cocok untuk rakyat ekonomi kelas bawah.,"['PRODUCT_POSITIVE', 'PRICE_NEGATIVE']",1,0,0,0,1,0,0,0,0,0,0,0,0,koleksinya bagus bagus dengan model kekinian harganya juga lumayan bagus tidak cocok untuk rakyat ekonomi kelas bawah
Kecewa pas di pembayaran . Sama karyawan ibu tua. Mohon dilatih ttg pelayanan,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kecewa pas di pembayaran sama karyawan ibu tua mohon dilatih ttg pelayanan
Tempat belanja yg nyaman dgn pilihan model terbaik,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,tempat belanja yg nyaman dgn pilihan model terbaik
Nyaman banyak pilhan koleksi lengķap,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,nyaman banyak pilhan koleksi leng ap
"Tadi kesini ceritanya mau cari kemeja cowo, mungkin harinya lagi gak pas lebih banyak baju kokonya tempatnya kecil gak banyak pilihan","['PRODUCT_NEGATIVE', 'PLACE_NEGATIVE']",0,1,0,0,0,0,0,1,0,0,0,0,0,tadi kesini ceritanya mau cari kemeja cowo mungkin harinya lagi gak pas lebih banyak baju kokonya tempatnya kecil gak banyak pilihan
Pas banyak discount menjelang Lebaran..pilihan juga semakin banyak…ayuk segera atur keuangannya,"['PROMOTION_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,pas banyak discount menjelang lebaran pilihan juga semakin banyak ayuk segera atur keuangannya
"So so lah, normalnya matahari jarang ngecewain",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,so so lah normalnya matahari jarang ngecewain
"Sippp, barang banyak , diskon jg banyak","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,sippp barang banyak diskon jg banyak
"Lokasi strategis karena di dalam mall, tempat bersih, nyaman, penataan rapi, karyawan ramah², produk cukup lengkap","['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,1,0,0,0,0,0,1,lokasi strategis karena di dalam mall tempat bersih nyaman penataan rapi karyawan ramah produk cukup lengkap
"emmm, ini mah tempat jalan2 untuk buang kalori dan buang duit haha",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,emmm ini mah tempat jalan2 untuk buang kalori dan buang duit haha
"Matahari dept store hartono mall. Pilihan dept store untuk belanja sepatu, sandal, dan tas. Baju juga. Lebih komplit disini daripada Solo. Bagus.",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,matahari dept store hartono mall pilihan dept store untuk belanja sepatu sandal dan tas baju juga lebih komplit disini daripada solo bagus
"Tempat luas, banyak barang diskon seperti pada matahari umumnya
Dapet voucher 100rb tapi untuk yang bertanda khusus yasudah tidak udah dipakai","['PLACE_POSITIVE', 'PROMOTION_POSITIVE', 'PROMOTION_NEGATIVE']",0,0,0,0,0,0,1,0,0,1,1,0,0,tempat luas banyak barang diskon seperti pada matahari umumnya dapet voucher 100rb tapi untuk yang bertanda khusus yasudah tidak udah dipakai
Tempat luas dan parkir pun luas,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,tempat luas dan parkir pun luas
